t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t,t+1,t+2,t+3,t+4,t+5,t+6
11848.0,10983.0,10081.0,9453.0,9028.0,8797.0,8686.0,8828.0,9427.0,10310.0,11081.0,11770.0,12352.0,12813.0,13013.0,12996.0,13033.0,12921.0,12659.0,12522.0,12608.0,12371.0,12377.0,12372.0,11935.193972587585,11516.110717773438,10944.610042572021,10452.561951637268,10097.435653686523,9893.136140823364
7837.0,7688.0,7692.000000000001,7820.0,7919.0,8115.0,8680.0,9115.0,9406.0,9559.0,9674.0,9708.0,9639.0,9712.0,9753.0,9713.0,9639.0,9887.0,9862.0,9581.0,9149.0,8573.0,8179.0,7796.0,10057.875719070435,10195.682736873627,10248.771067619324,10315.516511917114,10436.482805252075,10676.337580680847
11338.0,11359.0,11255.0,11258.0,11167.0,11076.0,11100.0,11069.0,11067.0,11661.0,12097.0,11943.0,11757.0,11497.0,10962.0,10247.0,9554.0,9113.0,8804.0,8641.0,8621.0,8843.0,9542.0,10617.0,11254.54443359375,11457.288415908813,11581.761673927307,11702.345715522766,11795.177890777588,11853.197463989258
13591.999999999998,12796.0,11910.0,11101.0,10557.0,10151.0,9959.0,9808.0,9705.0,9701.0,10189.0,11027.0,11706.0,12251.0,12488.0,12598.0,12687.0,12738.0,12765.0,12838.0,12731.0,12344.0,11906.0,11840.0,11815.648251533508,11474.247521400452,10962.706932067871,10509.117656707764,10224.769363880157,10096.62005329132
11239.0,11515.0,11605.0,11713.0,11813.0,11750.0,11628.0,11500.0,11291.0,10963.0,11031.0,11165.0,10741.0,9964.0,9248.0,8705.0,8386.0,8178.000000000001,8134.999999999999,8323.0,8883.0,9651.0,10223.0,10511.0,10813.082679748535,10955.39773273468,11063.840210914612,11187.677682876587,11236.550518035889,11237.499516487122
9314.0,8868.0,8509.0,8213.0,8031.0,7952.000000000001,7944.0,7838.0,7992.999999999999,8499.0,8904.0,9197.0,9428.0,9608.0,9898.0,10290.0,10484.0,10474.0,10500.0,10550.0,10860.0,11007.0,10673.0,10147.0,10086.835578918457,10067.683206558228,10007.378899097443,9892.624196529388,9828.495421409607,9996.356007099152
9799.0,9222.0,8923.0,8695.0,8642.0,8699.0,8822.0,9306.0,10073.0,10543.0,10973.0,11151.0,11279.0,11334.0,11492.0,11671.0,11816.0,11794.0,11540.0,11096.0,11101.0,10821.0,10151.0,9528.0,10187.184461593628,10084.55611038208,9943.812190055847,9881.66741847992,9923.8370013237,10145.095034599304
10061.0,9971.0,10138.0,10272.0,9996.0,9411.0,8802.0,8387.0,8035.000000000001,7941.000000000001,7908.0,7977.0,8259.0,8503.0,8889.0,9288.0,9527.0,9638.0,9783.0,9804.0,9769.0,9769.0,9792.0,9924.0,9924.182198047638,10072.682708263397,10253.817960739136,10438.881044864655,10413.894847869873,10250.12260055542
10263.0,11025.0,12125.0,12571.0,12700.0,12831.0,12901.0,12734.0,12504.0,12404.0,12315.0,12328.0,13078.0,13644.999999999998,13534.000000000002,13382.0,13157.0,12678.0,11910.0,11183.0,10721.0,10445.0,10318.0,10338.0,10694.56669807434,11285.768549919128,11876.504678726196,12298.852675437927,12467.28956413269,12473.540550231934
12789.0,13389.999999999998,13721.999999999998,14046.0,14313.0,14265.0,13844.0,13315.000000000002,12921.0,12442.0,12059.0,11870.0,11668.0,10853.0,9942.0,9331.0,8912.0,8675.0,8557.0,8661.0,9043.0,9997.0,10953.0,11708.0,11747.188135147095,12000.073404312134,12206.640684127808,12406.588768005371,12541.001741409302,12585.537189483643
11302.0,11677.0,11985.0,12277.0,12657.0,12790.0,12780.0,12651.0,12477.0,12471.0,12660.0,12391.0,11699.0,10804.0,9966.0,9374.0,8985.0,8761.0,8676.0,8844.0,9553.0,10738.0,11287.0,11767.0,12001.616453170776,12267.617637634277,12512.72174358368,12756.971243858337,12916.516879081726,12953.977939605713
11153.0,11132.0,10970.0,10975.0,11005.0,11215.0,11154.0,10879.0,10273.0,9593.0,8921.0,8428.0,8128.0,7958.000000000001,7915.999999999999,8080.0,8710.0,9768.0,10412.0,10671.0,10834.0,10976.0,10993.0,10961.0,10932.914309501648,10921.30906867981,10843.929615020752,10848.932432174683,10928.22392463684,11041.81900024414
12721.0,13676.000000000002,14766.000000000002,15790.999999999998,16620.0,17047.0,17249.0,17891.0,18189.0,18002.0,17805.0,17469.0,16894.0,16490.0,16008.0,14844.0,13586.0,12627.0,11966.0,11525.0,11315.0,11343.0,11475.0,11899.0,12530.541305541992,12967.036907196045,13316.629526138306,13593.489780426025,13822.609912872314,13948.656253814697
9798.0,9188.0,8776.0,8524.0,8419.0,8583.0,8917.0,9851.0,10822.0,11554.0,12049.0,12470.0,12819.0,13126.0,13550.0,13884.0,13774.999999999998,13706.0,13625.0,13276.0,13005.0,12938.0,12768.0,11953.0,11223.21929359436,10770.876626968384,10369.357644557953,10164.47714805603,10072.311768054962,10094.850188732147
8819.0,8991.0,9319.0,10149.0,11229.0,11705.0,11723.0,11745.0,11768.0,11747.0,11776.0,11822.0,11758.0,11764.0,12159.0,12516.0,12307.0,12103.0,11835.0,11331.0,10647.0,10043.0,9701.0,9459.0,9731.994799613953,9749.427429199219,9898.232570648193,10357.604183673859,10914.245212554932,11365.374814987183
13510.000000000002,12952.0,12158.0,11335.0,10825.0,10522.0,10385.0,10371.0,10634.0,11335.0,12414.0,13003.0,13033.0,13017.0,12981.0,12851.0,12725.0,12639.0,12634.0,12819.0,13490.0,13803.0,13684.0,13529.000000000002,13182.776668548584,12741.06840133667,12132.324705123901,11563.388627052307,11170.860946655273,10942.150369644165
16501.0,16662.0,16676.0,16422.0,15742.0,15160.999999999998,15049.999999999998,14344.0,13169.0,12036.0,11176.0,10524.0,10060.0,9834.0,9864.0,10401.0,11120.0,12021.0,12710.0,13190.000000000002,13587.000000000002,14063.0,14650.0,15240.000000000002,15732.606399536133,16038.680828094482,16169.698001861572,16073.975925445557,15904.248352050781,15641.495527267456
9452.0,10422.0,11132.0,11726.0,12219.0,12626.0,12898.0,13227.0,13490.0,13690.0,13843.0,13784.0,13433.000000000002,12911.0,12486.0,12177.0,11316.0,10333.0,9566.0,9018.0,8610.0,8382.0,8321.0,8238.0,9649.937442779541,9849.363050937653,10100.406685829163,10415.264323234558,10680.795104026794,10925.058256149292
9229.0,9220.0,9502.0,10205.0,11264.0,11732.0,11784.0,11745.0,11659.0,11506.0,11354.0,11333.0,11230.0,11294.0,12044.0,12606.0,12489.0,12350.0,12140.0,11698.0,10984.0,10256.0,9757.0,9468.0,9747.519680976868,9776.920105457306,9838.744058609009,10146.566313743591,10634.051177024841,11143.824827194214
10524.0,10060.0,9834.0,9864.0,10401.0,11120.0,12021.0,12710.0,13190.000000000002,13587.000000000002,14063.0,14650.0,15240.000000000002,15708.0,16105.0,16228.999999999998,15941.0,15232.0,14489.000000000002,14307.0,13670.0,12724.0,11690.0,10835.0,10797.022645950317,10625.401366233826,10472.375073432922,10448.490970611572,10602.325452804565,10963.208539962769
8814.0,9592.0,10478.0,11352.0,11898.0,11937.0,11678.0,11540.0,11455.0,11322.0,11026.0,11163.0,10979.0,10341.0,9592.0,8889.0,8376.0,8065.000000000001,7853.0,7725.0,7889.0,8534.0,9417.0,10076.0,10298.813281059265,10646.31248664856,10967.190198898315,11278.879047393799,11531.407808303833,11716.201560974121
11426.0,12215.0,13405.0,14596.0,15581.0,16459.0,17122.0,17679.0,18309.0,18626.0,18506.0,17952.0,17237.0,16656.0,16227.0,15985.999999999998,15187.000000000002,14179.000000000002,13141.0,12146.0,11437.0,11009.0,10693.0,10612.0,11126.47020816803,11505.79460144043,11975.2531747818,12437.294114112854,12713.416388511658,12801.167736053467
8122.0,7938.0,7861.999999999999,8007.0,8598.0,9607.0,10207.0,10648.0,10972.0,11263.0,11379.0,11382.0,11423.0,11345.0,11211.0,10987.0,10707.0,10491.0,10659.0,10643.0,10231.0,9637.0,8909.0,8494.0,10034.779327869415,10013.795462608337,9967.807652950287,9999.928305625916,10130.462008953094,10407.210123062134
16422.0,15742.0,15160.999999999998,15049.999999999998,14344.0,13169.0,12036.0,11176.0,10524.0,10060.0,9834.0,9864.0,10401.0,11120.0,12021.0,12710.0,13190.000000000002,13587.000000000002,14063.0,14650.0,15240.000000000002,15708.0,16105.0,16228.999999999998,15877.169326782227,15634.875551223755,15367.92887878418,15057.866550445557,14580.388101577759,13909.63069152832
10847.0,11108.0,10965.0,10638.0,10148.0,9532.0,8943.0,8540.0,8299.0,8090.0,8087.0,8287.0,8944.0,10093.0,10907.0,11139.0,11265.0,11401.0,11426.0,11376.0,11406.0,11277.0,11184.0,11221.0,11128.919739723206,11251.908066749573,11293.623043060303,11183.43858909607,10839.235719680786,10436.185975074768
9272.0,8682.0,8241.0,7945.999999999999,7739.000000000001,7699.0,7921.0,8322.0,9137.0,10080.0,10694.0,11101.0,11424.0,11614.0,11717.0,11833.0,11842.0,11800.0,11711.0,11471.0,11024.0,10749.0,10712.0,10613.0,10523.705241203308,10249.46575164795,9949.173075675964,9806.386838912964,9769.361857414246,9815.30773639679
9888.0,9732.0,9708.0,9897.0,10629.0,11726.0,12152.0,12150.0,12146.0,12186.0,12131.0,12023.0,12006.0,11901.0,11980.0,12722.0,13305.999999999998,13194.0,13021.0,12786.0,12265.0,11471.0,10738.0,10229.0,10168.072264671326,10105.795460224152,10034.416773796082,10180.19022989273,10616.573301315308,11224.878578186035
11681.0,11867.0,11930.0,11977.0,11897.0,11787.0,11821.0,11834.0,11828.0,12186.0,12199.0,11973.0,11714.0,11432.0,10925.0,10310.0,9645.0,9171.0,8829.0,8635.0,8553.0,8639.0,8990.0,9534.0,10190.92935848236,10359.895938873291,10500.534934997559,10660.355947494507,10766.12227344513,10872.474068641663
11933.0,12247.0,12646.0,12795.0,12865.0,12788.0,12475.0,12435.0,12330.0,11714.0,11071.0,10257.0,9516.0,8907.0,8563.0,8357.0,8296.0,8400.0,9036.0,10090.0,10632.0,10958.0,11185.0,11355.0,11463.948957443237,11514.706137657166,11542.388964653015,11590.883448600769,11557.621696472168,11481.27393245697
7725.0,7889.0,8534.0,9417.0,10076.0,10546.0,10888.0,11298.0,11536.0,11650.0,11801.0,11763.0,11625.0,11367.0,11007.0,10711.0,10905.0,10838.0,10301.0,9557.0,8866.0,8381.0,8091.0,7888.0,9784.148758888245,9842.344440937042,9874.33598613739,10006.633313179016,10210.236971855164,10501.618111610413
9108.0,9400.0,10117.0,11067.0,12045.0,12835.0,13351.000000000002,13771.0,13933.0,14019.0,14034.0,14108.0,13955.000000000002,13530.0,12817.0,12235.0,11967.0,11228.0,10487.0,9710.0,9153.0,8712.0,8472.0,8301.0,9639.980955123901,9718.37922668457,9827.022192001343,10024.642830848694,10249.134986877441,10549.381246566772
9788.0,9142.0,8714.0,8497.0,8301.0,8162.0,8350.0,8960.0,9987.0,10596.0,10857.0,11002.0,11105.0,11116.0,11128.0,11153.0,11132.0,10970.0,10975.0,11005.0,11215.0,11154.0,10879.0,10273.0,10299.802259922028,10031.79854440689,9806.05919456482,9712.295573234558,9681.391300201416,9770.355906963348
12492.0,13560.0,14553.0,15527.0,16112.0,16902.0,17489.0,17846.0,17997.0,17899.0,17440.0,16602.0,15905.0,15581.0,14886.000000000002,13733.0,12560.0,11671.0,11010.0,10567.0,10298.0,10387.0,10881.0,11680.0,12394.85207939148,12711.774656295776,12954.862189292908,13162.277053833008,13317.049222946167,13363.720600128174
12731.0,12244.0,11935.0,11890.0,11778.0,11055.0,10296.0,9631.0,9136.0,8802.0,8634.0,8565.0,8611.0,8850.0,9505.0,10291.0,11009.0,11647.0,12090.0,12504.0,12833.0,13208.0,13624.0,13767.0,13687.39421081543,13597.664125442505,13470.105939865112,13362.211875915527,13175.403890609741,12829.591663360596
8738.0,9045.0,9070.0,9156.0,9278.0,9318.0,9329.0,9269.0,9154.0,9089.0,9229.0,9900.0,10605.0,10596.0,10458.0,10265.0,9891.0,9378.0,8900.0,8666.0,8535.0,8470.0,8574.0,8922.0,10075.984310150146,10621.57845878601,11072.348822593689,11423.684977531433,11707.051312446594,11936.081732749939
10895.0,10828.0,10828.0,10651.0,10750.0,10971.0,10578.0,9908.0,9281.0,8843.0,8632.0,8497.0,8488.0,8761.0,9456.0,10241.0,10758.0,10902.0,10903.0,10900.0,10886.0,10795.0,10777.0,10593.0,10702.750395774841,10601.764556884766,10521.941227436066,10662.624104499817,10877.970302581787,11015.51969051361
10134.0,10266.0,10058.0,9779.0,9226.0,8699.0,8209.0,7901.0,7621.000000000001,7500.999999999999,7421.0,7567.000000000001,7716.0,7778.0,8121.0,8614.0,9013.0,9420.0,9705.0,9919.0,10118.0,10342.0,10417.0,10363.0,10054.040329933167,10264.019791603088,10500.555022716522,10655.007153511047,10558.189418792725,10343.518012046814
14435.0,14245.0,14055.0,13782.000000000002,13353.0,12638.0,12009.0,11531.0,11222.0,11005.0,10961.0,11130.0,11552.0,12196.0,12542.0,12746.0,12906.0,12991.0,13023.0,12988.0,12999.0,12907.0,12917.0,13437.0,13507.851738929749,13428.748641967773,13259.84954071045,13050.52341747284,12659.766966819763,12086.888625144958
11537.0,11247.0,10404.0,9505.0,8898.0,8479.0,8221.0,8103.0,8204.0,8570.0,9452.0,10422.0,11132.0,11726.0,12219.0,12626.0,12898.0,13227.0,13490.0,13690.0,13843.0,13784.0,13433.000000000002,12911.0,12336.50954246521,12207.680174827576,11781.878260612488,11159.486227035522,10635.54780960083,10350.483574867249
12256.0,11743.0,11326.0,11120.0,11081.0,11568.0,12346.0,13382.0,14046.0,14311.000000000002,14354.999999999998,14353.0,14258.000000000002,14163.0,14284.0,14609.0,14839.0,14907.999999999998,14941.0,14981.0,14993.0,14739.0,13906.0,12960.0,12263.124619483948,11930.406074523926,11673.26298904419,11551.971781730652,11602.484788894653,11870.24550151825
10114.0,10855.0,11827.0,12692.0,13603.0,14591.0,15550.000000000002,16527.0,17377.0,17628.0,17450.0,17115.0,16749.0,16341.999999999998,16071.0,16014.0,15515.0,14501.000000000002,13324.0,12382.0,11696.0,11208.0,10940.0,11027.0,11601.23505973816,11883.074728012085,12361.469410896301,12908.302757263184,13211.285627365112,13192.398100852966
9847.0,9636.0,9875.0,9833.0,9552.0,9055.0,8528.0,8083.000000000001,7730.0,7468.0,7314.0,7263.0,7351.0,7402.0,7520.000000000001,7933.999999999999,8390.0,8669.0,8896.0,9033.0,9128.0,9270.0,9363.0,9470.0,9670.137496948242,9803.204203128815,9954.193445205688,10211.488651275635,10410.457312583923,10539.46064376831
7949.0,8149.0,8651.0,9526.0,10325.0,10775.0,10976.0,11126.0,11182.0,11157.0,11171.0,11095.0,10983.0,10943.0,10833.0,10690.0,10655.0,10730.0,10371.0,9712.0,9013.0,8583.0,8276.0,8109.0,9697.828125,9729.100217819214,9740.51784324646,9866.334833145142,10064.572925567627,10346.49099445343
8385.0,8197.0,8047.000000000001,8075.999999999999,8216.0,8307.0,8834.0,9451.0,10048.0,10547.0,10928.0,11240.0,11394.0,11542.0,11671.0,11748.0,11681.0,11322.0,11040.0,11246.0,10956.0,10338.0,9695.0,9138.0,10258.403811454773,10245.178681373596,10197.021983146667,10185.672226905823,10266.06522846222,10538.89974784851
8805.0,8812.0,9100.0,9912.0,10988.0,11412.0,11424.0,11395.0,11442.0,11332.0,11268.0,11302.0,11164.0,11173.0,11797.0,12318.0,12171.0,11998.0,11681.0,11148.0,10391.0,9701.0,9205.0,8909.0,9602.943881988525,9657.234160423279,9716.882984161377,9967.300194263458,10354.799118995667,10801.774269104004
8146.0,8132.0,8357.0,8563.0,8940.0,9486.0,10002.0,10449.0,10765.0,10967.0,11113.0,11122.0,11008.0,10834.0,10683.0,10548.0,10720.0,10728.0,10424.0,9901.0,9314.0,8868.0,8509.0,8213.0,9730.769058704376,9806.494883537292,9820.063845157623,9902.721688270569,10063.75264453888,10340.699100494385
16305.999999999998,15942.0,15669.0,14883.999999999998,14300.0,14224.0,13627.0,12595.0,11421.0,10598.0,10007.0,9631.0,9477.0,9551.0,10070.0,10747.0,11498.0,12342.0,13155.0,13690.0,14053.999999999998,14301.999999999998,14532.999999999998,14599.0,14521.444103240967,14506.698547363281,14381.986186981201,14188.739990234375,13980.601577758789,13698.522027015686
19864.0,20166.0,20351.0,20266.0,19851.0,19063.0,18628.0,17764.0,15996.0,14384.0,13160.0,12262.0,11657.0,11256.0,11256.0,11561.0,12555.0,13821.0,15159.0,15972.0,16840.0,17616.0,18180.0,18577.0,18440.69927215576,18571.850624084473,18603.441780090332,18448.56351661682,18209.527462005615,17817.975303649902
11321.0,11253.0,11350.0,11887.0,12054.0,11847.0,11642.0,11418.0,10888.0,10184.0,9541.0,9112.0,8905.0,8805.0,8812.0,9100.0,9912.0,10988.0,11412.0,11424.0,11395.0,11442.0,11332.0,11268.0,11275.113867759705,11288.833974838257,11358.800475120544,11586.796865463257,11792.346497535706,11887.547463417053
11488.0,10902.0,10483.0,10283.0,10390.0,10742.0,11867.0,13254.0,14621.999999999998,15904.000000000002,17137.0,18067.0,18627.0,18973.0,18349.0,17435.0,16789.0,15715.0,14811.0,14316.000000000002,14019.0,13566.0,12682.0,11655.0,11631.356886863708,11382.481360435486,11195.848508834839,11118.587631225586,11148.379083633423,11356.65167427063
10461.0,10333.0,10583.0,10414.0,9751.0,9012.0,8533.0,8192.0,7986.999999999999,7888.0,8048.0,8462.0,9247.0,10071.0,10589.0,10904.0,11107.0,11151.0,11125.0,11118.0,11089.0,10912.0,10762.0,10542.0,10259.664852142334,10448.777269363403,10700.603155136108,10804.417266845703,10553.485382080078,10198.005696296692
12508.0,11504.0,10811.0,10340.0,10068.0,10148.0,10632.0,11364.0,12492.0,13560.0,14553.0,15527.0,16112.0,16902.0,17489.0,17846.0,17997.0,17899.0,17440.0,16602.0,15905.0,15581.0,14886.000000000002,13733.0,12784.021015167236,12241.315987586975,11820.394804000854,11569.87169456482,11424.987363815308,11424.548164367676
9911.0,10454.0,10619.0,10744.0,10925.0,11058.0,11121.0,11184.0,11146.0,11141.0,11041.0,10902.0,11185.0,11126.0,10819.0,10298.0,9562.0,8906.0,8413.0,8108.0,7944.999999999999,7893.000000000001,8063.999999999999,8659.0,9865.707628250122,10332.360551834106,10694.050268173218,10974.506029129028,11205.594367980957,11408.127721786499
10578.0,9908.0,9281.0,8843.0,8632.0,8497.0,8488.0,8761.0,9456.0,10241.0,10758.0,10902.0,10903.0,10900.0,10886.0,10795.0,10777.0,10593.0,10428.0,10360.0,10265.0,10178.0,10388.0,10693.0,10710.876365661621,10369.02726984024,9990.550656318665,9774.511139392853,9669.469141483307,9666.341113090515
9357.0,8970.0,8743.0,8616.0,8830.0,9466.0,10192.0,11121.0,11998.0,12803.0,13428.000000000002,13760.000000000002,14065.999999999998,14471.0,14941.999999999998,15328.0,15433.0,15235.000000000002,14731.0,14473.0,14535.000000000002,13990.0,12969.0,11878.0,11308.34129524231,11054.3911819458,10844.724542617798,10758.270120620728,10809.109601974487,11055.943592071533
8413.0,8108.0,7944.999999999999,7893.000000000001,8063.999999999999,8659.0,9713.0,10242.0,10460.0,10681.0,10929.0,11080.0,11065.0,11118.0,11183.0,11080.0,10901.0,10749.0,11052.0,10960.0,10671.0,10158.0,9476.0,8847.0,10094.473202705383,10136.9370803833,10092.41274881363,10054.075434684753,10106.318911075592,10341.641468048096
13126.0,13550.0,13884.0,13774.999999999998,13706.0,13625.0,13276.0,13005.0,12938.0,12768.0,11953.0,11059.0,10365.0,9893.0,9662.0,9748.0,10077.0,10695.0,11711.0,12721.0,13676.000000000002,14766.000000000002,15790.999999999998,16620.0,17028.40703201294,17512.036613464355,17847.534284591675,17936.667589187622,17911.861011505127,17702.841859817505
9470.0,9481.0,9439.0,9799.0,9847.0,9464.0,8964.0,8416.0,8053.000000000001,7799.0,7677.0,7601.0,7800.0,8449.0,9351.0,9960.0,10369.0,10738.0,11105.0,11308.0,11468.0,11655.0,11731.0,11699.0,11110.290428161621,11145.00044631958,11258.34393787384,11376.073573112488,11213.106784820557,10844.16598701477
11197.0,11404.0,11392.0,11061.0,10971.0,10932.0,10540.0,9925.0,9306.0,8786.0,8370.0,8107.000000000001,7927.999999999999,7932.0,8062.0,8202.0,8294.0,8814.0,9592.0,10478.0,11352.0,11898.0,11937.0,11678.0,11806.56782245636,11971.837092399597,12072.293239593506,12132.706176757812,12134.347518920898,12085.735629081726
12430.0,12465.0,13139.999999999998,13567.999999999998,13481.000000000002,13267.000000000002,13018.0,12546.0,11708.0,10817.0,10350.0,10173.0,10085.0,10169.0,10532.0,11338.0,12505.0,12924.0,12899.0,12864.0,12837.0,12724.0,12676.0,12645.0,12593.326153755188,12811.56069278717,13150.221692085266,13475.656391143799,13507.84900856018,13285.395268440247
10417.0,10363.0,10435.0,10529.0,10249.0,9787.0,9252.0,8643.0,8265.0,8020.0,7818.0,7770.0,7984.0,8560.0,9334.0,9966.0,10517.0,11097.0,11525.0,11933.0,12247.0,12646.0,12795.0,12865.0,12399.116526603699,12375.519892692566,12423.633685112,12514.63456249237,12348.837551116943,11913.28353691101
11757.0,11497.0,10962.0,10247.0,9554.0,9113.0,8804.0,8641.0,8621.0,8843.0,9542.0,10617.0,11035.0,11271.0,11353.0,11337.0,11314.0,11275.0,11321.0,11253.0,11350.0,11887.0,12054.0,11847.0,11432.513822555542,11367.118350982666,11172.482786178589,10775.387197494507,10266.2538189888,9908.18671798706
9983.0,9771.0,9904.0,10372.0,11133.0,12129.0,12950.0,13642.0,14222.000000000002,14643.000000000002,14986.0,15297.999999999998,15498.0,15581.0,15559.0,15297.999999999998,14671.0,13760.000000000002,13232.0,12783.0,11929.0,11086.0,10320.0,9789.0,10178.04708480835,10147.613605499268,10133.705492973328,10226.292715072632,10423.744851112366,10761.416286468506
12905.0,13235.999999999998,13820.0,14243.0,14669.999999999998,15045.000000000002,15277.0,15507.000000000002,15623.0,15313.0,14621.999999999998,13880.0,13228.0,12819.0,11911.0,10871.0,10049.0,9462.0,9092.0,8782.0,8727.0,8670.0,9065.0,9697.0,10262.094491004944,10608.896282196045,10892.663591384888,11153.38736152649,11337.15605545044,11451.234016418457
12026.0,11767.0,11532.0,11661.0,11307.0,10685.0,9901.0,9174.0,8705.0,8382.0,8212.0,8152.999999999999,8327.0,8877.0,9834.0,10290.0,10759.0,11072.0,11358.0,11467.0,11560.0,11651.0,11609.0,11495.0,11314.307152748108,11183.077010154724,11162.663987159729,11344.30806350708,11415.025025367737,11280.799667358398
15174.0,15899.000000000002,16500.0,16962.0,17277.0,17429.0,17484.0,17395.0,17043.0,16192.999999999998,15082.0,14322.0,13733.0,12663.0,11617.0,10857.0,10322.0,9983.0,9771.0,9904.0,10372.0,11133.0,12129.0,12950.0,13011.14368724823,13423.194290161133,13761.360702514648,14017.765027999878,14205.287590026855,14282.035158157349
9067.0,8680.0,8434.0,8318.0,8305.0,8540.0,9162.0,9942.0,10593.0,10807.0,10854.0,10904.0,10881.0,10799.0,10776.0,10609.0,10417.0,10246.0,10058.0,9887.0,9906.0,10271.0,10067.0,9565.0,10144.263637065887,9888.557116031647,9709.486413002014,9700.304180145264,9759.25714969635,9915.370710372925
12465.0,12523.0,12578.0,12511.0,12190.0,11810.0,11623.0,11374.0,10559.0,9682.0,9017.0,8569.0,8332.0,8181.0,8284.0,8634.0,9545.0,10551.0,11245.0,11759.0,12243.0,12613.0,12928.0,13293.999999999998,13569.543659210205,13862.995199203491,14057.554313659668,14104.423057556152,14066.192422866821,13961.16368675232
13139.999999999998,13567.999999999998,13481.000000000002,13267.000000000002,13018.0,12546.0,11708.0,10817.0,10350.0,10173.0,10085.0,10169.0,10532.0,11338.0,12505.0,12924.0,12899.0,12864.0,12837.0,12724.0,12676.0,12645.0,12553.0,12750.0,13338.352346420288,13605.249482154846,13650.538122177124,13544.09115409851,13342.147560119629,13047.830883026123
