t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t,t+1,t+2,t+3,t+4
601.2975,573.6335,600.765,626.6823333,665.845,613.1245,693.2889999999999,799.2105,930.495,1112.748,1159.2265,1019.2439999999999,973.5800439230801,963.5832448081972,981.0532826000452,1050.9711061508656
232.213,157.3715,96.52499999999999,99.08900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.606559774160385,-3.564280415594578,-9.434200393110514,-4.2083803218603135
378.414,359.556,377.29699999999997,378.1293333,406.866,401.0965,470.0735,485.804,516.8615,497.5425,476.71399999999994,494.323,499.8203856748343,515.0260441342294,522.1131816520393,514.0236896466017
472.618,467.448,501.0255,474.546,488.6066667,515.613,532.894,536.4435,487.16150000000005,497.9383333,533.2235,575.868,631.3929379478395,667.8761134968698,681.2172336024643,683.6250044636131
1004.38525,1114.367333,1128.635333,1172.69625,1147.587,1145.32575,1172.0725,1156.5795,1131.62925,1142.536667,996.5193333000001,935.719,867.3297343569399,839.4281157436371,800.3572877796889,784.6907134169937
1150.028,1214.1598,1180.421333,1267.3495,1201.3075,1183.472,1153.138333,1057.378333,1005.3382499999999,862.9386667,879.484,806.429,779.9360019934774,783.7988890500069,775.9442786473037,758.8030180199147
412.582,441.165,424.2559999999999,390.439,452.99399999999997,407.986,482.3426667,568.442,483.876,576.853,516.9275,536.0483333,682.107671756208,854.204659662366,949.4069312236905,966.2185177251101
552.739,519.4245,533.2453333,532.6315,596.8295,527.074,603.2896667,628.894,629.3545,571.531,742.0449999999998,830.6194999999999,1083.7508907082677,1165.551171094239,1143.7600619980694,1119.5651775965691
372.3935,317.327,282.283,265.199,367.96649999999994,332.353,331.827,282.611,300.418,320.263,227.744,74.973,99.53638957852127,68.14836311709881,31.083997280448678,30.102028281688693
919.816,1112.343,1104.513,1298.177333,1156.798667,1219.197,1265.8752,1304.0805,1297.805,1214.5855,1178.029,1104.557,998.4397398875357,958.2145224599839,901.3923369578124,866.0024759477377
822.0363333000001,877.272,1023.516333,940.8346666999998,806.7666667000001,755.4266667,660.116,566.3186667,441.6076667,391.02950000000004,371.9966667,317.5825,345.12547034063937,351.7405614782274,347.9287196858227,340.46563298231365
520.5416667,571.465,579.745,587.0375,591.9665,554.0086667,572.3855,626.2655,620.5735,644.8616667,647.096,643.0215,692.6891266918183,843.9289055178166,960.5999508253336,1021.1327845531703
879.1120000000001,1051.99,1068.652667,1024.262,1053.567667,985.406,919.816,1112.343,1104.513,1298.177333,1156.798667,1219.197,1210.7382165122033,1244.3330944564939,1242.1375773054363,1229.555327408433
1128.635333,1172.69625,1147.587,1145.32575,1172.0725,1156.5795,1131.62925,1142.536667,996.5193333000001,935.719,751.5133333,806.504,748.2103918364048,749.5078058899046,742.1741670407057,738.0644524849654
390.439,452.99399999999997,407.986,482.3426667,568.442,483.876,576.853,516.9275,536.0483333,537.823,553.133,483.7,503.1104404941798,500.18569363534453,496.251131199956,519.7732129268646
1300.23625,1310.486333,1249.9105,1204.314,1208.86925,1239.0722,1230.421,1253.671,1212.7785,1087.132667,1014.8546669999998,1000.9999999999999,877.7965413031578,870.425148528576,856.6215632225276,842.5278516389133
595.1195,582.307,629.814,581.912,701.634,584.1715,629.6835,636.188,652.8183333,682.3805,672.13,771.2849999999999,859.5221736625433,972.6562551095486,1032.3764417091609,1033.9606388200523
353.51150000000007,297.133,266.908,169.302,80.5955,99.351,0.0,0.0,0.0,0.0,0.0,0.0,-0.31120487305521966,-5.448551922619343,-16.71736477187276,-9.285712492197753
252.844,227.0875,118.6035,87.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.240365081220865,-2.6306250254511836,-9.790131028741598,-4.357316703528166
1196.374,1320.215667,1108.6312,1119.100333,1019.698,936.08125,833.3943333000001,839.81,751.825,733.1746667,751.5726667,772.8179999999999,719.8103887912631,713.9712509019375,720.3647925465108,733.9115206928253
407.9825,378.69899999999996,405.6175,447.7365,441.3635,437.288,479.583,504.9685,463.30800000000005,487.0955,430.1266667,451.462,494.3735869042576,553.7280986045599,596.4629327956438,611.2394359433949
157.3715,96.52499999999999,99.08900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.092274515658618,-6.271473337233067,-8.86242820134759,-4.958525541216136
1013.61625,1034.905667,954.0519999999999,842.678,840.672,826.9176667,781.9726667,823.9826667,798.2243333,710.5266667,698.77,724.2806667,782.2567675881386,820.2224574295878,845.4473798125983,854.9292414786817
384.1305,492.8125,424.8045,376.0706667,370.17966670000004,396.746,402.6605,345.0305,392.93566670000007,376.24499999999995,410.459,371.4495,380.5395085405112,393.3657319682837,406.0940235075355,431.38104008963705
956.1446667000001,1095.19325,1221.999667,1224.503,1094.8185,1163.7178,1202.388,1196.374,1320.215667,1108.6312,1119.100333,1019.698,953.4992773429157,918.3312104517222,862.8246228591204,828.298454241395
424.2559999999999,390.439,452.99399999999997,407.986,482.3426667,568.442,483.876,576.853,516.9275,536.0483333,537.823,553.133,606.0864736093581,631.0485454989076,627.1415034734905,622.8085678146482
675.942,548.664,573.765,584.212,264.411,232.213,157.3715,96.52499999999999,99.08900000000001,0.0,0.0,0.0,17.596223967939615,-1.5910058641731741,16.600311294794086,33.251137831002474
286.0945,204.0895,272.9525,281.451,307.7343333,308.041,350.89825,385.5326667,491.33375,438.177,672.788,541.5676667,550.6193115522266,490.71932494080073,439.73521728253365,381.74404630672933
694.4933333,629.019,786.6163333,796.0596667,800.5905,940.7243333,875.7606667,675.701,617.1985,590.8056667,465.2953333,372.3935,400.9740448944867,389.1694606268108,393.4867402302027,394.7774678433538
424.476,385.5765,412.582,441.165,424.2559999999999,390.439,452.99399999999997,407.986,482.3426667,568.442,483.876,576.853,612.9821506157219,716.9552787624002,788.1530663882495,817.4683778835536
837.4953333,841.6469999999999,794.0633333,927.188,892.539,697.8656667,634.611,495.68,440.002,301.601,350.57533329999995,253.69999999999996,294.2987794274092,321.3021930157095,316.14990340280536,312.1675777669996
837.65,730.2823332999999,760.359,780.1326667000001,788.8063332999999,899.5043332999999,955.727,960.1743333,947.1203333,965.3436667,944.5353333,1041.2435,976.0121958289147,946.3281516109706,883.4942038997413,824.4558711317778
1214.1598,1180.421333,1267.3495,1201.3075,1183.472,1153.138333,1057.378333,1005.3382499999999,862.9386667,879.484,806.429,777.5043333,760.7005808656812,759.5253166614772,750.6158795228005,742.8287043172718
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.15149999999997,301.076,245.62675314554573,231.3479005520344,244.19913697464767,274.1541451106221
625.9375,632.574,571.1365,711.227,793.0995,1021.9826669999999,1113.296,1016.64,992.8963333,902.3206667000001,967.314,1128.93525,1203.2967791978717,1255.898108458996,1238.2710208609105,1200.3962502998115
532.6315,596.8295,527.074,603.2896667,628.894,629.3545,571.531,742.0449999999998,830.6194999999999,993.0713332999999,1008.0965000000001,944.1525000000001,946.645023649931,937.5334440036416,934.7927373383046,972.8670410644413
755.4266667,660.116,566.3186667,441.6076667,391.02950000000004,371.9966667,317.5825,496.952,402.397,415.803,385.6424999999999,312.5093333,268.86156256333,211.07948554684222,157.0465037880242,118.25193996921183
307.7343333,308.041,350.89825,385.5326667,491.33375,438.177,672.788,541.5676667,587.59675,551.7746667,555.46525,405.115,375.07905149239303,338.1041575663835,304.77080505877734,291.4711082665622
1069.517333,924.4125,981.815,833.6636667,902.464,832.853,849.4836667,828.4505,805.2333333000001,827.9686667,775.621,873.0796666999998,890.9583914196492,922.8916889373065,935.9227457572223,927.1550285371543
1020.846,935.7739999999999,1123.3175,1188.357667,1241.055667,1155.6785,1116.3182,1171.382,1214.82125,1274.01875,1190.494,1013.61625,1010.8602920868398,984.1789488371611,913.9548537015916,869.6813228107692
396.746,402.6605,345.0305,392.93566670000007,376.24499999999995,410.459,371.4495,438.1425,420.2513333,463.7693333000001,513.97,510.3045,534.6734967630208,583.5258123084308,612.4537995152474,641.7076691471041
835.4163333000001,848.0316667,1004.38525,1114.367333,1128.635333,1172.69625,1147.587,1145.32575,1172.0725,1156.5795,1131.62925,1142.536667,1033.0856120958924,985.1281787407995,916.1775243238211,876.2999202524425
510.3045,549.759,613.9455,514.69275,579.591,573.7655,570.0423333,592.9515,648.278,525.936,672.5463333,646.176,725.8594972159267,878.8523465425969,961.1904776668549,992.3264579439164
625.0175,541.704,595.1195,582.307,629.814,581.912,701.634,584.1715,629.6835,636.188,652.8183333,682.3805,684.2988671836257,669.7137430053651,642.0398303027154,618.8702544493079
782.619,681.4295,580.875,455.8043333,463.72533329999993,359.1616667,318.685,334.39,390.1095,368.362,361.298,350.3565,298.26369585572183,245.54989985251427,189.87072871115805,148.6935089534819
899.5043332999999,955.727,960.1743333,947.1203333,965.3436667,944.5353333,1041.2435,1032.584,768.7873332999999,635.4433333,563.7343333,436.632,595.1488026412726,600.5424360568821,583.2722983688712,584.6070586379767
571.3995,448.08666669999997,321.10775,352.0322499999999,368.5793333,259.4298333,382.357,449.642,435.0545000000001,341.638,373.1793333,368.62449999999995,359.67398218089346,366.0667084059119,372.23079098778965,379.5119983596206
280.312,291.044,279.6446667,349.89649999999995,374.3616667,422.59233329999995,447.9485000000001,518.1756667,715.6513333000001,556.4616667,616.292,633.9983333,556.766800346166,475.0432509402931,409.7678147693277,384.6973736209572
571.465,579.745,587.0375,591.9665,554.0086667,572.3855,626.2655,620.5735,644.8616667,647.096,643.0215,677.0585,774.4280875272751,927.1160514824392,998.8158929281235,989.8415483928919
367.96649999999994,332.353,331.827,282.611,300.418,320.263,227.744,74.973,103.819,0.0,0.0,0.0,6.495265234023333,-8.39653823876381,-20.422345831632615,-7.446452144593001
1214.82125,1274.01875,1190.494,1013.61625,1034.905667,954.0519999999999,842.678,840.672,826.9176667,781.9726667,823.9826667,798.2243333,822.8353063087465,855.2285004552604,884.8471480249167,903.721664457798
584.016,601.2965,582.7455,621.864,625.0175,541.704,595.1195,582.307,629.814,581.912,701.634,584.1715,561.5940433390737,636.8835247485042,711.7991362921,790.4995176988841
463.72533329999993,359.1616667,318.685,334.39,390.1095,368.362,361.298,350.3565,309.224,252.844,227.0875,118.6035,89.32236269426346,51.13039392638207,24.61233844253421,29.174855477005245
423.16150000000005,371.1205,380.31966669999997,365.1405,401.93799999999993,332.4355,360.3443333,424.476,385.5765,412.582,441.165,424.2559999999999,430.6593122417629,476.6323405685127,519.3115631459654,553.3659300093353
629.814,581.912,701.634,584.1715,629.6835,636.188,652.8183333,682.3805,672.13,771.2849999999999,741.759,794.348,888.838626745224,976.2233079516292,1012.5635404527188,1010.65953579247
697.4713333,701.3055,842.3813333,834.4516667,627.8203333,559.3096667,462.38700000000006,405.6836667,368.2733333,315.019,284.2535,317.043,352.7480531090498,356.48573249295356,341.06837073166673,327.28676098261775
422.59233329999995,447.9485000000001,518.1756667,715.6513333000001,556.4616667,616.292,633.9983333,536.399,527.7325,356.83799999999997,405.9896667,360.44325,320.5631782732755,338.0555381754339,371.7000751706064,392.644085662365
675.087,273.872,271.902,222.095,84.67633333,73.593,0.0,0.0,0.0,0.0,0.0,0.0,90.05228550866246,63.51531229114533,45.40464012613893,31.454442384153605
410.459,371.4495,438.1425,420.2513333,463.7693333000001,513.97,510.3045,549.759,613.9455,514.69275,579.591,573.7655,603.4556039580406,657.246344952643,677.5804216174782,672.7954988994599
437.2235,389.12449999999995,343.523,322.7585,390.702,340.6985,263.161,405.9023333,377.7575,432.49099999999993,402.924,359.9943333,380.2908055763245,422.0054683625102,457.57806489479543,483.66831050926453
805.2333333000001,827.9686667,775.621,873.0796666999998,904.6135,876.7135,994.6486667,928.6080000000001,954.8075,1110.602333,1032.737,898.5833333,883.7086592426301,831.3522820157409,745.0987508156301,687.5408937911988
1249.9105,1204.314,1208.86925,1239.0722,1230.421,1253.671,1212.7785,1087.132667,1014.8546669999998,1000.9999999999999,915.404,902.109,850.8806833895445,844.8718566908836,830.6861657814981,819.8313006691933
1131.62925,1142.536667,996.5193333000001,935.719,751.5133333,806.504,760.3114999999999,719.6373333,752.5353333,604.354,684.287,603.727,636.4105406357944,674.7842256514431,715.0507848504186,742.8901054097414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.214667537361386,89.17151007664204,135.20139353184402,184.42817012226584
463.30800000000005,487.0955,430.1266667,451.462,546.6935,459.104,453.25633329999994,529.411,529.2145,516.7965,498.5955,503.45700000000005,516.3816383729577,550.5932588974536,573.5211851658225,576.4105428159834
814.101,950.318,1156.334333,1229.665333,1117.304667,1137.1155,1175.494,1188.4635,1213.666,1207.161,1107.061,1071.220333,971.3119544316531,934.2831001166106,869.8520716655255,824.0921940103769
940.7243333,875.7606667,675.701,617.1985,590.8056667,465.2953333,372.3935,317.327,282.283,265.199,367.96649999999994,332.353,319.9952181679309,304.92932262021304,272.0020898218304,228.02985645647348
775.621,873.0796666999998,904.6135,876.7135,994.6486667,928.6080000000001,954.8075,1110.602333,1032.737,898.5833333,712.8479999999998,624.028,636.030758978188,611.3867822569312,571.9369065129757,565.4325085799396
525.936,672.5463333,646.176,615.95,637.2385,575.2755,633.834,649.7905,662.2085,680.2575,741.782,786.5726667,750.4418689898253,777.6321971255542,783.807206329465,791.2702522619963
796.719,797.1285,778.1176667,775.3586667,786.069,674.759,743.818,694.4933333,629.019,786.6163333,796.0596667,800.5905,847.8226969754696,842.2078810056448,815.2574493029118,783.871787558198
660.116,566.3186667,441.6076667,391.02950000000004,371.9966667,317.5825,496.952,402.397,415.803,385.6424999999999,312.5093333,308.696,246.68873518811168,193.7749575391114,156.0768068535626,134.40330164267124
549.651,647.424,831.3415,1025.444,1085.282667,851.9950000000001,930.606,835.4163333000001,848.0316667,1004.38525,1114.367333,1128.635333,1079.028143731296,1137.7694191554785,1162.922829243541,1177.774554845214
343.26000000000005,381.459,385.05049999999994,354.7595,385.12300000000005,428.6145,380.45133330000004,398.55850000000004,461.535,459.3675,456.93500000000006,503.72,515.5773085241914,578.6416122596264,623.0588200759888,642.632925715834
1005.3382499999999,862.9386667,879.484,806.429,777.5043333,759.5446667,785.4963333,705.0936667,707.9413333,774.7013333000001,765.767,833.0502499999999,844.0655698351861,875.7825365449787,884.1372437605859,874.5205117001534
788.4355000000002,919.129,999.541,1170.484667,1219.8095,1187.4255,1187.349667,1180.034333,1057.115,1157.91225,1187.391,1327.019333,1170.1537252288463,1187.932725489974,1185.996267131448,1188.9177523120643
368.09766669999993,490.9723333,682.104,600.2236667,585.023,584.02075,610.9123333,556.02375,428.0236666999999,374.60275,339.55825,375.98400000000004,356.5692722263336,381.4604841565788,403.09686739224196,416.5484768474996
569.165,564.46725,586.8926667,571.3995,448.08666669999997,321.10775,352.0322499999999,368.5793333,259.4298333,382.357,449.642,435.0545000000001,336.349333913669,319.54596276426315,301.07308123305444,291.53805421200394
0.0,0.0,0.0,0.0,0.0,0.0,211.15149999999997,301.076,286.0945,204.0895,272.9525,281.451,329.0927725978792,351.45810014447574,373.0927302280963,393.0394418334663
524.1555,539.596,493.46899999999994,489.1395,542.6636667,536.837,531.9306667,618.446,562.0695,579.241,601.2975,573.6335,642.6780999591649,756.9822676962019,819.5052959312201,849.1803705340625
479.4080000000001,451.3494999999999,486.9645,472.618,467.448,501.0255,474.546,488.6066667,515.613,532.894,536.4435,487.16150000000005,510.4033491366208,572.5271479576528,640.4663967299462,706.9512224134803
1019.2439999999999,1049.755667,1037.3375,964.2473332999999,1053.27175,1163.781667,1216.79125,1150.028,1214.1598,1180.421333,1267.3495,1201.3075,1140.5776425599456,1104.2688037117125,1026.7493944460155,968.7844799798728
603.2896667,628.894,629.3545,571.531,742.0449999999998,830.6194999999999,993.0713332999999,1008.0965000000001,944.1525000000001,996.2367500000001,933.846,956.1446667000001,1025.809704951167,1151.612144600153,1206.0301470872164,1164.4696801388266
243.581,190.70950000000002,176.361,270.236,324.2046667,309.256,363.7183333,368.09766669999993,490.9723333,682.104,600.2236667,585.023,594.0641315495968,543.007696176827,495.664722227186,472.6759656600357
935.719,751.5133333,806.504,760.3114999999999,719.6373333,752.5353333,604.354,684.287,603.727,643.81,620.2013333,686.7063333,680.0035631372333,705.6063509418965,711.5742435789109,701.1304314641357
273.872,271.902,222.095,84.67633333,73.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8917733669281007,-4.153747211694718,-12.099073039859535,-5.608333384364844
0.0,0.0,0.0,154.799,241.15,247.1285,171.9595,280.312,291.044,279.6446667,349.89649999999995,374.3616667,377.6161478949189,442.7914097735882,503.0480201272667,558.0762418380976
1032.584,768.7873332999999,635.4433333,563.7343333,436.632,523.563,675.942,548.664,573.765,584.212,264.411,232.213,151.23680254462363,102.16505759704114,41.26842443487048,-1.7347643316686154
635.4433333,563.7343333,436.632,523.563,675.942,548.664,573.765,584.212,264.411,232.213,157.3715,96.52499999999999,25.527606121718886,4.367305593073368,15.213568029075862,29.300511630386115
707.9413333,774.7013333000001,765.767,833.0502499999999,822.0363333000001,877.272,1023.516333,940.8346666999998,806.7666667000001,755.4266667,660.116,566.3186667,595.5598148678243,569.1392020207644,535.4411327318252,522.3480632547737
235.171,312.4206667,303.923,338.9885,347.1363333,370.4636667,480.8857499999999,507.1066667,682.0956667,555.3663333,606.42225,562.2883333,525.9836928814054,449.9554005844295,392.4170320873559,372.3379371172786
0.0,0.0,0.0,0.0,0.0,0.0,221.4375,247.063,243.581,190.70950000000002,176.361,270.236,280.19579244636003,289.19894167736174,311.45642998784786,335.10559485235814
363.441,321.83975,345.5924999999999,372.50025,394.64399999999995,434.003,423.16150000000005,371.1205,380.31966669999997,365.1405,401.93799999999993,332.4355,356.98998794558645,379.93181711736327,389.3960657210648,396.7620359556079
373.1793333,368.62449999999995,346.15150000000006,347.033,367.61599999999993,396.87800000000004,378.414,359.556,377.29699999999997,378.1293333,406.866,401.0965,406.3251541803181,430.78606921154267,453.5442251286209,475.4897339174748
171.9595,280.312,291.044,279.6446667,349.89649999999995,374.3616667,422.59233329999995,447.9485000000001,518.1756667,715.6513333000001,556.4616667,616.292,618.585836108625,559.3566543938816,490.64316475439074,450.70782897853854
337.503,360.87049999999994,362.491,281.7576,349.0435,468.3025,424.673,308.826,370.9013333,337.543,325.584,318.0765,314.45211834794287,320.2647551017404,333.06851372078063,342.4236999590397
1241.055667,1155.6785,1116.3182,1171.382,1214.82125,1274.01875,1190.494,1013.61625,1034.905667,954.0519999999999,842.678,840.672,792.6804388399124,790.3094434006811,781.0737568981648,776.2095346284509
408.44325000000003,346.11933330000005,341.58575,364.68100000000004,298.7102,371.7775,455.16050000000007,435.384,332.484,378.546,392.673,365.338,377.64644073137646,403.957053480506,423.0692647135854,437.0063342007399
410.3485,362.3156667,404.7635,391.37749999999994,410.2825000000001,470.538,422.5686667,428.353,511.968,545.379,584.016,601.2965,590.5400513180494,617.5676217106582,643.0692159485817,685.3359993152619
