t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t,t+1,t+2,t+3,t+4
315.2805,356.909,304.0716667,362.517,382.7705,366.2125,332.1035,300.8333333,353.319,364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905
356.909,304.0716667,362.517,382.7705,366.2125,332.1035,300.8333333,353.319,364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384
304.0716667,362.517,382.7705,366.2125,332.1035,300.8333333,353.319,364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656
362.517,382.7705,366.2125,332.1035,300.8333333,353.319,364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015
382.7705,366.2125,332.1035,300.8333333,353.319,364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405
366.2125,332.1035,300.8333333,353.319,364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667
332.1035,300.8333333,353.319,364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333
300.8333333,353.319,364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667
353.319,364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675
364.9585,376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333
376.3055,377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075
377.5043333,407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667
407.7745,388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692
388.7745,394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025
394.976,463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385
463.1905,588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825
588.384,849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735
849.656,975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667
975.2015,1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982
1151.9405,846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575
846.9376667,705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667
705.9473333,706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389
706.9586667,727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845
727.94675,887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245
887.3703333,952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333
952.44075,856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165
856.0226667,903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333
903.9692,977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435
977.17025,1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667
1022.3385,850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484
850.7825,908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375
908.735,944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667
944.8976667,879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347
879.982,769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475
769.09575,697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79
697.7386667,642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667
642.389,618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875
618.8845,557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333
557.245,517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919
517.6483333,550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609
550.165,454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667
454.7683333,518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489
518.3435,476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944
476.2756667,388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788
388.484,479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788,193.826
479.34375,454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788,193.826,213.883
454.0646667,446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788,193.826,213.883,179.511
446.347,566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788,193.826,213.883,179.511,173.904
566.63475,534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788,193.826,213.883,179.511,173.904,216.389
534.79,415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788,193.826,213.883,179.511,173.904,216.389,158.3325
415.1416667,393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788,193.826,213.883,179.511,173.904,216.389,158.3325,101.406
393.7875,300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788,193.826,213.883,179.511,173.904,216.389,158.3325,101.406,81
300.8583333,296.919,228.609,195.8436667,163.489,245.944,241.788,193.826,213.883,179.511,173.904,216.389,158.3325,101.406,81,0
296.919,228.609,195.8436667,163.489,245.944,241.788,193.826,213.883,179.511,173.904,216.389,158.3325,101.406,81,0,0
228.609,195.8436667,163.489,245.944,241.788,193.826,213.883,179.511,173.904,216.389,158.3325,101.406,81,0,0,0
195.8436667,163.489,245.944,241.788,193.826,213.883,179.511,173.904,216.389,158.3325,101.406,81,0,0,0,0
163.489,245.944,241.788,193.826,213.883,179.511,173.904,216.389,158.3325,101.406,81,0,0,0,0,0
245.944,241.788,193.826,213.883,179.511,173.904,216.389,158.3325,101.406,81,0,0,0,0,0,0
241.788,193.826,213.883,179.511,173.904,216.389,158.3325,101.406,81,0,0,0,0,0,0,0
193.826,213.883,179.511,173.904,216.389,158.3325,101.406,81,0,0,0,0,0,0,0,0
213.883,179.511,173.904,216.389,158.3325,101.406,81,0,0,0,0,0,0,0,0,0
179.511,173.904,216.389,158.3325,101.406,81,0,0,0,0,0,0,0,0,0,0
173.904,216.389,158.3325,101.406,81,0,0,0,0,0,0,0,0,0,0,0
216.389,158.3325,101.406,81,0,0,0,0,0,0,0,0,0,0,0,0
158.3325,101.406,81,0,0,0,0,0,0,0,0,0,0,0,0,0
101.406,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.5035
0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.5035,269.167
0,0,0,0,0,0,0,0,0,0,0,0,0,186.5035,269.167,269.8935
0,0,0,0,0,0,0,0,0,0,0,0,186.5035,269.167,269.8935,176.475
0,0,0,0,0,0,0,0,0,0,0,186.5035,269.167,269.8935,176.475,268.705
0,0,0,0,0,0,0,0,0,0,186.5035,269.167,269.8935,176.475,268.705,347.146
0,0,0,0,0,0,0,0,0,186.5035,269.167,269.8935,176.475,268.705,347.146,296.729
0,0,0,0,0,0,0,0,186.5035,269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667
0,0,0,0,0,0,0,186.5035,269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667
0,0,0,0,0,0,186.5035,269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667
0,0,0,0,0,186.5035,269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125
0,0,0,0,186.5035,269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736
0,0,0,186.5035,269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435
0,0,186.5035,269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854
0,186.5035,269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15
186.5035,269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667
269.167,269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575
269.8935,176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895
176.475,268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333
268.705,347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271
347.146,296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375
296.729,341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125
341.7796667,360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095
360.1646667,341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374
341.2516667,423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585
423.87125,409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569
409.736,543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333
543.7435,434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115
434.854,496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136
496.15,453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455
453.3606667,437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667
437.72575,330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784
330.2895,255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639
255.7963333,335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025
335.271,263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905
263.06375,231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333
231.98125,287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735
287.3095,324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146
324.374,288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025
288.9585,262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509
262.569,291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405
291.3773333,258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485
258.6115,234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885
234.136,226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265
226.7455,274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872
274.5766667,292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285
292.784,250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549
250.639,227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299
227.8025,274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299,377.493
274.1905,292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299,377.493,379.1425
292.6533333,287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299,377.493,379.1425,305.8225
287.5735,271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035
271.146,294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747
294.3025,310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667
310.509,322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594
322.3405,301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594,366.278
301.0485,289.2885,345.8265,349.872,340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594,366.278,383.298
289.2885,345.8265,349.872,340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594,366.278,383.298,397.0696667
345.8265,349.872,340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594,366.278,383.298,397.0696667,425.917
349.872,340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594,366.278,383.298,397.0696667,425.917,384.8445
340.285,336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594,366.278,383.298,397.0696667,425.917,384.8445,357.504
336.549,345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594,366.278,383.298,397.0696667,425.917,384.8445,357.504,460.6185
345.299,377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594,366.278,383.298,397.0696667,425.917,384.8445,357.504,460.6185,670.674
377.493,379.1425,305.8225,338.5035,340.747,378.4606667,342.594,366.278,383.298,397.0696667,425.917,384.8445,357.504,460.6185,670.674,966.4925
